|A JosiBar
|Una apuesta mediocre y conformista! En lugar de ir a la Liga Española donde el nivel es por mucho, más alto que en Holanda, escogió este último donde probablemente sobresalga pero porque ese nivel es inferior. La forma de ser mejor es estar entre los mejores y Ruiz no eligió lo mejor sino lo más fácil!
|Pues es muy inteligente la decision, ir al betis? En serio? Ultimo de su liga un equipo quebrado economicamente,la verdad no es conveniente  y no vale la pena exponerse hay q recordar q lo q ocupa es jugar y tomar confianza y en holanda lo puede lograr conoce la liga.
|González es pura argolla fuera fuera
|Este lila periodista después del titulo dedicado que trago grueso al sacar esta nota termino y requirió una cita sicológica y pidió incapacidad por trauma mental jajajjaaja que fuerte obligado y enfermo que milagro jajajajajja
|psss   si   y  cabe  agregar    que  tienen  ahi  para  mi   un  mediocampista  de  lujo  mauricio  castillo    y  esta  en  banca   y  eso  que  demostro  un  futbol  de  calidad  en  cartago   y  un  delantero  quien  entiende   a  los  directivos  de  saprisa  buscan  un  delantero  goleador  y  dejan   ir  a  lagos    simplemente   nadie  entiende  a  esos  directivos   de  el  saprisa   fatal
|Gonzalez no tiene capacidad para dirigir a Saprissa, lo digo una y otra vez, desde el momento de su presentación dije no era el sino Hernan el que deben de contratar y los resultados no le ayudan a cambiar mi pensar ni el de muchos morados que vemos a un equipo sin ideas en el terreno de juego por que ni para plantear un partido para empatar tiene cabeza ese caballo
|Les falró Luis Michel, y su castigo: jugar con Saprissa
|Ja ja esta legal.
|Cm van a debatir con esa pregunta? Apenas es la primera fecha y ya se ahogan en un vaso d agua!! Si fuesen x la 6 fecha y no hubieran ganado un solo partido estaría d acuerdo k discutan eso pero x un partido no...
|A estas alturas los lilas deverian tener claro q los directores tecnicos no juegan sn ese poco d saguatas q tíenen .
|Claro al resto de los equipos les funciona q los lilas tenga un entrenador TAN MALO
|Noooooooooo...
|No
|ya canbiaron como cuatro tecnicos y el equipo sigue igual .lo que hay que cambiar son ese poco de pendejos que les falta coraje y verguenza deportiva.
|Sí, pero debe purgar la planilla actual. Saprissa ha tenido 5 entrenadores desde su último campeonato y la base de jugadores ha sido más o menos la misma desde el Invierno 2010, entonces si cambiar entrenadores no ha dado resultados debería cambiar algunos jugadores de la planilla actual para buscar un resultado diferente.
|Sí, claro. Por qué no?
|Deberia tener verguenzave irse porvel bien del club.
|No
|No, ya tuvo su oportunidad, muchas argollas y el equipo no tiene carácter.
|Jaja lilas! !
|No tiene equipo, y ya ha tenido tiempo para traer jugadores hechos como Rambo De Leon, Muma, Mambo, Alpizar, o Eneas Da Conceicao
|NO. Ya se le dio bastante tiempo, y no ha demostrado nada. Saprissa es un equipo timorato,medroso, sin una idea clara de juego, muy lejos del equipo que demostraba poder y orgullo. Fuera Ronald!!!!
|Cual medford, el que se llevó 4 en la final de concacaf ??? Uyyy si que miedo buajajajaja
|NÓÓ /  aldía* C R  / por favor ayúdanos a  que se marche / por favor publicar nuestros comentarios / queremos que se marche / pero ya
|Noppp pppppp
|para eso está justin  ya ese mae row y gusman pueden ir a ver quién los goza no co echo nada de nada en el saprissa
|No
|Nooooooo
|Si.. son los jugadores q no rinden.. vea lo q hizo en sub20 2 mundiales seguidos.. y vea lo q hizo en Guatemala..
|Fuera
|debe seguir.........
|Fuera Justin, Fuera Guima, Fuera Casas, Fuera Ronald... Me falta alguien?  Oh morados le dan la espalda al mae por perder un partido y el torneo pasado cuando estaban lideres e invictos lo mamaban... Quien los entiende?
|Lógico que debe seguir más bien debe hechar a muchos jugadores que le están serruchando el piso aunque creo que él es el responsable de llevarlos al equipo
|Sí, pero sin Row  !!
|Creo que nel, y si yo fuera el, de verdad que ya me hubiera retirado, por que cuando estás bién todo es gloria, pero cuando no, todo es humillación y me parece que el es buena persona y no tendría que estar pasando por este fiasco!
|El técnico no juega. No pone los guevos  en la cancha. No es el que se echa el equipo al hombro. No marca. No es el que corre.         Parece mentira.... Pero lo que hay en saprissa son jugadores agrandados .   Trasnochados .  Engomados .  Mujeriados . Les gusta la vida ligh   que les permite el club .  La prioridad de esos jugadores es la pachanga de la tarde noche.   No es lo mismo asistir al entrenamiento que estar en el entrenamiento.
|No quesevaya
|No lo que hay que cambiar es a Juan Carlos Rojas que no atiende las peticiones de la afición más grande
|NO
|No es él técnico son los jugadores , son 3 entrenadores antes de Ronald y siempre lo mismo , sin resaltados positivos
|Di la verdad que si xq con el se tiene un esquema de juego definido y un estilo futbolístico palpable y bonito, creo que esto es un proceso y gueno lo que creo que falta es echar jugadores que no dan la talla
|Q se valla cm jugador era excelente pero como técnico le queda grande la morada Ronald Fuera 
|Dejen a Ronald x favoooooor para seguir vacilando no ve que los días sin burlarse de DaRisa no son los mismos verdad??? Rooy Bolaños C Daniel Gonzalez
|Nooooo....
|Creo ke mucha argolla con jugadores titulares ke no sirven mejos ke lo CANBIEN.
|NO!
|nooooooooooooo ese mae solo mete los mas maolos a jugar y los buenos los deja en la banca 
|NO!
|No jamás le quedo grande  el fútbol de Costa Rica q se vaya a Guatemala y q se lleve a Row, Donny, Guzmán y a Josué Martínez
|Fuera ronal gonzález junto a randal row y el preparador físico rodolfo gonzález...también que echen a david guzmán,colindres,martínez,russell,estrada.
|Ya no simplemente no pudo manejar las cosas que se le presentaron
|Yo pienso que cuando ya tenga el equipo titular con el pana con el mexicano con escoe con Heiner mora y tejeda sí con ese equipo no ganamos entonces creo que Ronal se tiene que ir sólo esperemos que estos jugadores estén de titulares a ver el rendimiento 
|Si que se quedé esta haciendo bien el papel de payaso junto con todo su equipo Jajajaja
|No... si Ronald tiene un poco de vergüenza. debería irse ya.
|Bueno la verdad y yo pienso que no el no da resultados ese tal proceso de el de nada a servido sólo para engañar a la afición que tanto adora a ese equipo y el no tiene casta de técnico no tiene ese carácter para sacar adelante ese barco y meterle a los jugadores más pasión por el juego
|El primero que tiene que salir el randall row, no sirve para nada!! Y que González se olvide detrás mundial me Egipto y que ponga los  que ocupa la S, que se deje de argollas
|No que se vaya para guatemala
|No...ni Randall tampoco...!!!
|Diay si votó por saborío
|Silvia Castañeda chiquilla tonta lea auque sea la teja para que aprenda porlomenos que es un bola  al prof pinto no se debe criticar si saber.
|No me extraña, la mayoría de los colombianos y brasileños, no quieren a los argentinos...
Reconozco que Ronaldo terminó muy bien el año y Messi por sus lesiones perdió regularidad, respeto y admiro al señor Pinto, pero decir que nisiquiera pensó en Messi, deja mucho que desear esa opinión.
|No me extraña, la mayoría de los colombianos y brasileños, no quieren a los argentinos...
Reconozco que Ronaldo terminó muy bien el año y Messi por sus lesiones perdió regularidad, respeto y admiro al señor Pinto, pero decir que nisiquiera pensó en Messi, deja mucho que desear esa opinión.
|Qué falta de objetividad la del señor Pinto, no cabe duda que para dejar a Messi detrás de Ronaldo, Ribery y Neymar, tiene que existir algo personal.
|Messi obtuvo muchos de sus premios cuando cr7 estaba lesionado o no estaba al 100%; así que dejen de llorar y acepten que cr7 ya dejó atrás al enano
|Con razon vamos tan mal... El tio no sabe!
|Estúpido ese
|tendra cerebro este animal con ropa,,,entrenador vestido d payaso jaja mediocre da VERGUENZA
|Ruiz votando seas tonto... 
Con costo patea bola
|Él llora xq si se lo ganó y se esforzó para obtenerlo no se lo regalaron como a otros...
|https://www.facebook.com/pages/Yo-vi-llorar-a-CR7-y-al-Rey-Pele-ganando-Balon-de-Oro/805257916168093
|gracias a la lesión de messi si no se queda con ganas otra vez.
|y cuando se lesiono ronaldo? cuando dejo de hacer goles ? eso cuenta la capacidad fisica de un jugador que entrena y entrena para ser mejor...sin duda CR7 es un ejemplo para cualquier deportista...
|Cristianu  runaldu el mejor de du mundo crack rey reyes
|Grande CR7!
|Así es... además de eso lo ha ganado con 2 clubes distintos.
|La rivalidad la pone la prensa y los fanáticos se pelean por quien es mejor que ignorantes , los 2 se ríen de la gente ...
|por insistencia lo gano
|El premio al esfuerzo de Cristiano es imprecionante y buen ejemplo para su hijo
|Sea tan idiota para hablar rey de reyes solo dios....
|Este mae al chile que no puede hacer un comentario inteligente??
|digan lo que diga el si se lo merece, soy barcelonista pero este año cristiano se lo merecia mas que messi
|William Flores Fuentes 
Sino le gusta me bloquea y listo, estoy cansado de su alma mae! 
Sino le gusta no lea y omite, acaso yo le crítico su estúpido y sufrido amor por ese equipucho basura que se tiene
|1000 % de acuerdo
|Ahi si estan mamando porq segùn FIFA los votos de pinto y Bryan no fueròn para cristiano!!
|El competir insistentemente contra Messi y por Messi, lo hizo mejor jugador, el mejor goleador y sobre todo mejor persona...
|No gracias
|preferia el del serbio
|Parece de play station.
|Excelente!!!
|Lo dije anteriormente, eso fue un ayote!
|Sadico ibra esta solo
|el mejor gollllllllllllllllllllll
|que buena narracion la del bambino y diego la torre
|Ese marcador suena bien para CR
|claro k si fue una excelente eleccion, tremendo golazo.
|Golazo!!! lo mejor que he visto...es de fantasia!!!
|Y pensar que un dia le ganamos a esa seleccion. ITALIA 90 inmejorable!!!
|Mire lo que hizo ese animal.. uno no se cansa de verlo!
|Está en la pura calle el Inter!
|Y los chiquitos de papi y mami de acá que?
|No siga el es buen técnico pero ya termino su ciclo x los jugadores que alinea y x su esta como en otro mundo que se vaya y se lleve como 10 jugadores que no sirven les queda grande la camisa adiós a Ronald Gonzáles
|No ya un año de estar ahi y no hizo nada. Y si es por los jugadores...quien los tiene ahí?  El...quien los pone a jugar??? El....asi que ronald es el unico culpable de como estamos por no pedir jugadores de calidad
|Si o que nos quieren en segunda sera con ronald eso.lo que nos queda
|Ke se vaya
|No es el entrenador para ssprissa que busquen ah otro más capacitado
|No debe seguir por incompetente que de paso se lleve a Randall Row.
|No debe segir un Dt sin ideas fuera ronald
|Soy liguista entonces creo que si :)
|Jajajajajajajaja mae pero no se muerda :-D 
|fuera Ronald¡¡¡ fuera Ronald¡¡¡ fuera Ronald¡¡¡ mentiras soy manudo,, ojala que lo renueven hasta el 2020...
|No la verdad somos muy duros en juzgarlo a él el q se tiene q ir es el presidente eSe si es burro pidiendo perdón a los burros verdad,
|jale  jale mal nacido!!!
|Debe de jalar con todos los que le ayudan y el portero fuera fuera . 
|No, q se valla
|Si... Hay que creer... Estar más unidos que antes
|NO!
|ronald q sigua. Rowe fuera y con un botellaso en la jupa para q nunca buelba
|que se quede..da mucha risa con ese montón de gallinas
|fuera Rowe. fuera Dony Grant mal nacio. y David gusman. x ahora.
|escobar me presto la libreta. ya los tengo apuntados a Row. Donny Y Gusman.
|Mientras se vaya Russell que jale el que sea
|No
|Deberia renunciar antes de salir por la puerta de atras no se lo merece fue un gran jugador pero como tecnico de saprissa fracaso y la aficion ya se pronuncio y es la voz de dios ya no va mejorar su equipo q esta castrado.
|Siii por favor ya es mucho siempre es lo mismo ahora que hay elecciones saprissa debería haberlas para que se de cuenta que la afición NO LO QUIEREN y que eche a todo el cuerpo técnico también para hacer un verdadero cambio
|No es solo el que debería irse..... Es esa argolla de presidente y de randall Row!!! Ellos dos son los que deberían de hacer maletas por el bien de la institución morada!! Porque Saprissa tiene buenos jugadores pero lo malo es que los tienen en banca ejemplo de esto Mauricio Castillo.... Mientras ponen a jugar a otros que son bien malitos como David Guzmán!!!
|No
|para los morados no para los paísas sí
|Si
|Justin Campos de Técnico...
Ronald Gonzáles de asistente... 
Walter Centeno de gerente... :-P Me gustaría...
|Me parece que se le ha dado mucho tiempo y la gerencia es muy conformista ya que en otros países los equipos favoritos son los que más se les exige y principalmente acumular campeonatos y no están pensando en la afición luego dicen q porque no vamos al estadio.....
|No!!!! Ya con este es el tercer torneo y vamos x el mismo camino, ronald demostró que no pudo con saprissa. .....
|Claro que deve seguir para tomarle una ventaja bien grande los lingüista a saprisa
|Claro.. Di sorry soy manuda pero en ese equipillo lo q necesita es ponerse la camisata en serio, sudarla como se debe.. Es un problema de actitud
|Jeyson Abel por que no te postula para presidente vos para completar el grupo de ignorantes
|No
|La gerencia del Saprissa es complaciente con este sirve para nada ,!!no se va,y al rato va a tener q salir por la puerta de atrás, y los directivos haciendo leña al equipo con esas actitudes alcahuetes!!la Liga y heredía ya se armaron y Saprissa el el espacio sideral!
|Claro que no
|No
|Yo voy a hacer el eezo del niño,  creen quw deb contatar a Sequeira de lloradora?
|No debe seguir fuera a ese entrenador fracasado fuera fuera fuera
|No para nada, le quedó muy grande la camiseta
|No para nada tiene que irse sólo argollas y malas decisiones
|No
|No...Comparto lo misno lo ke dice mario quiros..además.ya son 7 temporadas y nada .la liga cambio técnico y vea....también.la dirigencia no saca pecho.ni hace nada...será ke no son morados...si queda les harias un gran favor a los manudos.heredianos etc...ya es mucho..ke venga vergara de nuevo tonce
|si claro nada mas tuanis que verlos perder todo jajaja !
|No para nada tiene que irse eso no es técnico
|no ya tiene muchos partidos y no a mostrado un equipo tacticamente eficiente osea tenemos un equipo sin variantes tecnicas
|si pk el no tiene la gulpa de k los jugadores no pongan los huevos
|Yo me alegré con la llegada de Ronlad González, pero hoy siento que me equivoqué, su soberbia no lo deja ver la realidad y sigue creyendo en jugadores que serán su propia sepultura. Además se refleja una muy mala planificación e inexperiencia. No asume realmente su fracaso y dice pena ajena,  la pena es de él como timonel  y no de los jugadores, porque el decide quienes juegan. Le falta agresividad y liderazgo.. Si quiero que se vaya porque si no se va a repetir lo que pasó en los dos torneos anteriores un fracaso completo. La afición no es escuchada; ya está que no tolera más habladas ni promesas fallidas....
|Por fsvor
|Y a las lesiones de Messi. Chas gracias!
|Más a las lesiones de Messi y q le dieron como 2 meses mas del año xq con el real y seleccion no ganó nada.
|Que  bueno  a  CR  7
|Recuerden que es un premio a lo individual, da igual lo que haya logrado con el RM ó con la selección (pase al mundial con goles de él)
|No sé si será el mejor jugador del mundo, pero es un atleta muy completo, a parte no fuma ni toma, y nunca se ha visto en vuelto en escándalos (mujeres, hacienda)
|Es muy bueno se lo merece grande CR7
|Muy bien Comandante CR 7 ...  Hala madrid
|https://www.facebook.com/pages/Yo-vi-llorar-a-CR7-y-al-Rey-Pele-ganando-Balon-de-Oro/805257916168093
|Grande Messi, siempre será el mejor. Medio año sin jugar y solo por 3%.
|Mas arreglado fifa premio a cristiano por pura precion de los demas....es mejor jugador Messi. ..
|Y eso q Messi estaba lesionado l
|Medio año lesionado??? Esteban Umaña  yo vi que se lesiono a mediados de setiembre por 2 semnas y en tiempo de seleccion y luego  mediados de noviembre y acaba de volver a jugar... pero eso es medio año? En años lunres talvez
|https://www.facebook.com/pages/Yo-vi-llorar-a-CR7-y-al-Rey-Pele-ganando-Balon-de-Oro/805257916168093
|No si tiene verguensa debe hirse
|Ningún tecnico ha servido y eso que este venia garantizado, yo creo que es la presidencia
|Como es posible castillo es titular a la par de angulo y rusel fuera de dejaron ir a lagos que cabezas
|Por vergüenza propia debe de renunciar al igual que Randall Rowe y al menos sacar 6 mejengueros que hay en ese equipo, sin alma sin técnica sin visión.
|Ni el, ni Row, ni el presidente Rojas, ni varios jugadores que no sirven para nada...
|Ronald nunca debio llegar al Saprissa es un técnico sin carácter, y tras de ese argollero que prefiere poner a sus &quot;novios&quot; que a jugadores buenos
|Ronald si, hay que botar unos 4 jugadores de ahi que no rinden, que son de equipo pequeño, y la opinión de los maludos...me la paso un trillon de veces por el cul... Jaja
|Como disfruto ver sufrir a morados como carlos esteven,ya deseara que su equipillo estuviera como el campeon nacional.....SUFRAN MORADOS QUE RICO.....
|Para mi si debe lo q hay q son los jugadores q no sienten el amor x la camiseta
|No ya se le dio bastante. Oportunidad.
|La verdad es que Saprissa necesita un cambio de entrenador y que sus jugadores verdaderamente se pongan la camiseta. Saprissa esta mal o es que sólo la afición se da cuenta de esto y no los directivos morados !!!
|Conoce conoce.
|Claro que siga 20 años mas
|del 100% de los comentarios el 98% son de manudos Jajaja como se alegran saber que la S Está mal xq sí estuviera bien saben que no la ven.
|Siiiiiiiiii x favor para seguir riendome de los lilas jajajajajaja
|La directiva de saprisa esta mamando , la plata que le pagan a ese portero se la hubieran pagado a Hernán medfordshhhhhh , el mejor técnico de este país , y no estuvieran como están perdidos en el espacio !
|yo como HEREDIANO NO me alegro del mal ajeno pero no solo es mal hay mas de uno y tampoco se arregla eso de la noche ha la mañana
|creo que debe seguir en el banquillo pero del palco, pero para los Heredianos y los de los demas equipos nos sirve que lo dejen para que sea otro fracazo del Saprissa
|Yo diria que si porque creo que debe haber algo que no esta caminando bien entre jugadores y el cuerpo tecnico y a la vez siempre he pensado que al equipo le hace falta un asistente tecnico de màs jerarquia no si estoy equivocado pero randall row ya debe irse que le de campo a otro que le ayude más al tecnico y que los jugadores se comprometan más con la institución.
|Para beneficio de los demás equipos...si
|No
|Yo creo que el ciclo de entrenador  en el saprissa ya a pasado x que no a demostrado nada en el banquillo. en dos torneos hemos pasado de las semifinales
|No
|Sí, pero sin argollas y escuchando a la afición!!!!
|Bastardo, busque la pagina de su perrera de equipo.
|Porque ofende Roland? No sea picado y vaya al estadio a apoyar a su equipo si tanto lo quiere defender.
|Sí, porque no falta mucho para que suceda lo de siempre, el Saprissa comenzará a ganar y llegará a la lucha por el título.
|Demosle 5 partidos y ahí se ve. 
|Si el es el tecnico y el n es el q juega sino q a los jugadores les falta huevos
|No!
|Pues a el se le paga pa haga bien las cosas y no a cumplido
|No debería seguir, es bueno pero para un equipo d 2da para d 1era es un inexperto!
|Pienso q no es el técnico ya q un técnico siempre mantiene un estilo propio d trabajo muy poco variable yo creo q es falta d coraje d sed d triunfar falta d madurez en el equipo falta d amor a la camiseta
|En divisiones menores,y jugadores que es eso saprissa tiene!
|es uno de los buenos entrenadores del país.sí saprissa lo quita seria lo más malo que pueda hacer comenzando el campeonato
|el mal esta en randal row que lo manden a talamanca a una escuelita
|Nooooooo ya ha mas q demostrado q no sirve pars el saprissa es pesimo su desempeño y puede empeorar
|Si los resultados no le ayudan que se haga a un lado
|Fuera
|Si es bueno no es su culpa
|Necesita más tiempo pero q siente a Manfred.
|No. Delen candela que se vaya
|claro que siga así kg liga seguirá arriba
|si xq tiene un proceso q parece q aquí en CR no sabemos el significado de esa palabra en el futbol
|Que lo quiten porque desde que esta ronald el saprissa no inspira confianza..
|No creo que ya pasó 2 campeonatos y no se ve ninguna diferencia debería renunciar no esperar q lo despidan
|Se hubieran evitado tantas cosas y penas si hubieran traído a Hernán desde un principio
|Ovio es una gran persona muy trabajador y sobre todo muy de dicado a su profecion yo soy muy morado y esto es un proceso que poco a poco va a levantar mi querido saprissa vamos con todo Ronald
|No que se largue.
|Fuera no sabe lo que hace , cagarse en saprissa
|Pfff ok en eso quedamos!
|Bueno, Dios me lo acompañe y que triunfe... para que se quede allá MUCHOS AÑOS !!
|No entiendo que es la gana de criticar, el mae va con la ilusión de emprender una oportunidad vacilona, por qué la serruchadera de piso? Se olvidan que es un carajo joven (tipo 26 supongo) que va a bretear a otro país. Punto.
|Surte dios te acompañe
|Un caso medio inusual. Pero espero que le vaya bien.
|Será?
|No se ha ido esa mona??????
|Amén
|Soy muy manudo , pero cuando uno quiere superarse es duro viajar a otros pais,dejar la familia, y estar en otro país donde no conoce nada, ,, es duro pero la satisfacción ES GRANDE,, Y MUCHOS criticamos y ni a la esquina hemos salido sólo detrás de un monitor ,,,,pfff súerte campeón, ,,,,,,,,,
|Lástima nos va hacer falta para anotar
|JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA!
|Triunfar en un equipo como de cuarta división… Mediocridad, pasala !
|jajaja a 4 DIVISION, Que cagon jajajaa Loser
|Se cumplió el
Sueño de ir a Brasil, pero como a cuarta división
|Q bueno q un muchacho joven quiera superarse, si aqui no tiene oportunidades q le vaya bien q dios lo acompañe
|Ojala le vaya super bien para que no vuelva
|Ese era el punto a tratar... que se quede allá en vez de estar en Saprissa haciendo tortas como la del estadio de Pérez, los penales que causaba, los pases que regalaba, las veces que estaba dormido, cuando le quebraban la espalda, y el autogol en aquel clásico 4 a 4 !!
|Noo!
|Pienso que Ronald si pero Randald no, Ronald lo que ocupa es un buen asistente, técnico, no ah ese mae,
|No
|Ronald Gonzalez no debe seguir xq ha demostrado que el Deportivo Saprissa le queda grande se debe marchar junto cn Randall Rowe . Morados han hablado
|PARA NADA
|No, ya la afición no lo quiere y ahí ya la directiva si lo deja pierde con la afición.
|No pudo ni podrá ningún entrenador con estas contrataciones estúpidas!!! Por favor como es posible que traigan a Martínez ??? Qué ha hecho ??? Nadie lo quiere es demasiado malo!!!! Y portero ??? Para que ??? Gastar plata ?!!!!! Acaso que fuimos un equipo goleado ??? Por favor!!! A saprissa le falta dirigencia y si es lógico ese Juan carlos rojas es empresario en cuanto a eso sabe de negocios y lo ha logrado, pero no sabe de fútbol animales!!!!!
|Desde un principio tubieron que haber traido a Medford , el se sabe el teje y maneje del saprissa y sabe a quien poner en el campo .
|claro para k aprendan a PERDER y a ser humildes
|Sea necio no tiene mas noticias maludo
|El que debe salir es row...
|Claro que debe seguir...
|concuerdo en gran parte con mario, solo q para mi si tiene la capacidad de dejar la argollita d lado puede lograr grandes cosas, a los nombres ya citados le adjunto los de russel, el chino madirigal, guzman, creo q debe dejar esa terquedad y escuchar a la gente q al fin d cuentas es q lo mantiene
|Noo
|Todas las aficiones estamos de acuerdo con que siga en el banquillo, porque asi el saprissa siempre será un buen botin de puntos para equipos que estan descendiendo, que buscan el 1er lugar o clasificarse, y asi todos salimos ganando, que se quede mejor, lo apoyo!!!
|Noooo y medio equipo tampoco
|Claro tienen que dar continuidad jaja a la Risa de Costa Rica.,
|No porsupuesto que no !
|Nooo
|Nooooo
|Noooo
|Si hace cambios radicales Ya, entonces no. Si sigue con las mismas argollas entonces si debe irse
|Le quedo grande la camisa de entrenador.... Se le nota en la cancha... La cara de frustraciòn e incapacidad de q no pued hacer más, esa es la verdad...
|Se van guzman y russel o se a gonzales asi de facil
|Es mejor que se vaya y venga un tecnico como Melfor o justin campos
|Seguir con ese proyecto es empeorar. Se va de mal en peor. Pero no sólo González es el problema. Ojo
|NO
|Si, los faltos de gonadas son los Jugadores no el entrenador, de nada le sirve al mejor equipo de cualquier lado tener el mejor entrenador si los jugadores no tienen HUEVOS y amor por la camiseta
|Si
|Gonzales y el cuerpo tecnico tienen que irse junto con grant,madrigal,guzman,russell,ariel y martinez
|Si
|Que guapa que es ella!! ??
|https://www.facebook.com/pages/Yo-vi-llorar-a-CR7-y-al-Rey-Pele-ganando-Balon-de-Oro/805257916168093
|https://www.facebook.com/pages/Yo-vi-llorar-a-CR7-y-al-Rey-Pele-ganando-Balon-de-Oro/805257916168093
|me parece justo q lo Ganara C.Ronaldo.
a Messi las lesiones lo afectaron mucho y Ribery aunq Gano mucho con Bayer Individualm No supera a C.Ronaldo o a Messi
|EL MEJOR !!! 
|Bien merecido....ya era hora q se le bajaran los humos a Messi....!!!!
|No lo merece fran era el mejor
|El Bayern sería el mismo equipo sin ribery y messi este año es el año pasa es regular Cristiano es el mejor del 2013 sin dudas el real sin el es otro equipo
|Súper merecido, y conste que voy con el barza...??
|Merecidamente!
|Bien merecido Cristiano ya le bajo los humos al mes si.
|Soy barcelonista, pero si el man hizo méritos pues bien merecido....
|Le faltan dos para igualar a messi
|Bien merecido pero le faltan dos más
|llorar y llorar llorar y llorar
|Que fue gracias a la lesión de messi
|Hizo en una vida lo q Messi hizo en tres años, jajaja
|Bien merecido
|Pa q no llore
|El bayer es un equipazo con o sin Ribery Messi tuvo un año regular así q bien merecido pues el Real y Portugal no son lo mismo sin Cr7
|Merecidísimo, aunque imagino que el burlista de Blatter igual pulseó dárselo a Messing aunque lleve medio año de vacaciones.. 
|Les dio lástima que no ganaba nada !!!
|Grande CR7 ...Felicitaciones ;;;;;;  &lt;3
|Tiene que darle las gracias a Messi coleccionase, de todas formas a Messi no es de este mundo.
|Muy justo...es el mejor del mundo...!!!
|Pienso que debe agradecerle  a las lesiones de messi de lo contrario estubiera mamando.
|Apareciò el vocabulario vulgar.
|El mejor un jugador completo.
|Se lo merec..
|No lo merece
|gracias a messi que se lesiono q aproveche
|Simplemente es y sera la sombra del fenomenal Crack argentino Lionel Messi --- el sabe q lo gano gracias a q Messi se lesiono mas de medio año
|Que montón de ignorancia hay aquí en CR, cuando no se valora la labor de un jugador que hizo más que los demás. Además no lo escogieron en Europa ni en España ni en Portugal. Vean como funciona la elección antes de juzgar y hacer comentarios. Sólo por que es del Madrid. Si fuese de cualquier otro club no habría tanta envidia. Viva España!!!
|Robo que logro q gano
|https://www.facebook.com/pages/Yo-vi-llorar-a-CR7-y-al-Rey-Pele-ganando-Balon-de-Oro/805257916168093
|Tuvo que lesionarse Leo Messi.
|Al Dia. Él cumplió ya los castigos de no jugar varios partidos en CR????
|Miedosa detect
|Lo esperamos con muchos goles grande
|O los cumplio o Pinto los apelo, porque esa expulsion fue antes de la final del tricampeonato, y Mac Donald jugo la final... así que el domingo vamos a verlo haciendo goles para terror de muchoS!!
|Sí en dos años la LIGA a jugado suficientes partidos sin él , escoja cualquiera  de esos juegos para que de él castigo por cumplido
|Uyyyyy el crack que se devolvió por bueno
|Dichosos los liguistas, ELLOS SI TIENEN DELANTEROS DE VERDAD.!!!
|Pinto apelo y ligafut se los quito así de fácil y no pedimos que los cumpla por miedo sino como dicen que es una institución transparente deberían hacerlo cumplir su castigo, a nadie le importa si se fue a suecia volvió a CR y tenía una sanción pendiente
|Para estar cerca del pinto con huevo, salsa lizano, jajajaja mal de patria
|Que los cumpla cual es el problema , supongo que seria problema para los mordidos digo morados
|Y que paso con los 13 partidos de suspensión de esa loca??
|mucho miedito x aquí 
|Uyyyyy que miedo... LiagAldia
|Como Josue Martinez, Heiner mora, Paté Centeno, Alonso Solis, Minor Escoe, Diego Madrigal y Diego Estrada?
|mae le contestaron, jajajajajajaja, bien mier
|si quiere le compro cremita rosa lila???
|In your face..... jajajaja
|Mientras la Liga se refuerza bien en su delantera,Saprissa deja irse a Diego Madrigal y sigue dando palos de ciego,hasta el momento no hay futuro
|Ese es un gorrero maleante
|Y?!!!!! Miedo a que? Triunfo dónde andaba?!! Jajajaja otra gata fracasada!!
|Bien merecido xD
|Eso fur un ayotazo! Hubo mejores goles que ese.
|ud esta mínimo ciego???
|Fue un supermercado golazo
|ahora hay una comision para determinar si el gol fue una guaba o no? y en base a eso lo anulan o lo valen jaja
|Grande cr7
|Gano el que nunca gana nada
|No soy fan del mae, pero eso era lo justo
|#cristianOROnaldo
|https://www.facebook.com/pages/Yo-vi-llorar-a-CR7-y-al-Rey-Pele-ganando-Balon-de-Oro/805257916168093?skip_nax_wizard=true
|Y Milton gana un pichazo de premios seguro!
|Que horror la gente esta ciega Rivery gano todo y kedo lactando eso si k no es justo..
|por todo lo que logró se lo merecía Rivery pero así es la argolla en la FIFa
|Merecido lo tiene. Es el delantero más completo del mundo.
|apenas destituyan a blatter cm presidente y a la loca de platini lo alcanza y lo pasa no ve q solo argolla
|Bien x Ronaldo !!
|Por eso Messi no lo gano :)
|Eso solo significa q d brdad les dolio a los argentinos sufran
|están mordidos jajajaaja
|Tranquilos que hormonas tampoco gana
|Frustracion de los argentinos Jajajajajajajaja
|Los argentinos son los mexicanos de sur América
|pobres argentinos y creen q van a hacer campeones no fueron campeones de la copa america q se jugo en su pais van a estar ganando el mundial con brasil de anfitrión y eso q la selección  de brasil no es mucho de mi agrado
|Ridículos argentinos se creen la gran cosa en ése país deberían darles clases de humildad desde la preescolar payasos
|hpts Agentinos se creen la gran cosa del mundo
|Que raro...cuando no los argentinos.... y para peores aquí en tiquicia no falta el bañazo que se cree argentino.  Sinceramente lo pudo haber ganado Ribery o Cr7 que este año lo tenian mas merecido que Messi.
|Argentina tampoco va a ganar jajajajaja
|Los argentinos y loa argentino filos les duele demasiado no lo pueden digerir
|Argentinos mordidos se creen dioses y los mejores del mundo, espero que messi nunca mas vuelva a ganar nada
|Argentinos y Mexicanos metanlos en una bolsa , son lo mismo,  picados Jaja
|Argentinos tenian que ser....
